Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
551,Petar Ratkov,rs SRB,FW,at RB Salzburg,19,2003,2.4,1,0,0,1,0,1,1,100.0,0,2,0,2,0,1,3,0,Matches
552,David Raum,de GER,DF,de RB Leipzig,25,1998,7.0,17,12,8,5,4,11,17,64.7,6,11,7,4,10,27,15,0,Matches
553,David Raya,es ESP,GK,eng Arsenal,27,1995,9.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,Matches
554,Sergio Reguilón,es ESP,DF,eng Manchester Utd,26,1996,1.7,2,0,2,0,0,0,5,0.0,5,3,0,3,3,5,2,0,Matches
555,Tijjani Reijnders,nl NED,MF,it Milan,25,1998,5.3,11,4,4,5,2,6,11,54.5,5,7,0,7,5,16,4,0,Matches
556,Álex Remiro,es ESP,GK,es Real Sociedad,28,1995,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
557,Marco Reus,de GER,"MF,FW",de Dortmund,34,1989,5.4,12,4,7,2,3,5,12,41.7,7,8,3,5,3,15,8,0,Matches
558,Gio Reyna,us USA,"FW,MF",de Dortmund,20,2002,0.2,1,0,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0,Matches
559,Declan Rice,eng ENG,MF,eng Arsenal,24,1999,9.3,14,10,2,9,3,9,16,56.3,7,11,7,4,13,27,15,0,Matches
560,Rodrigo Riquelme,es ESP,DF,es Atlético Madrid,23,2000,3.5,10,6,8,1,1,9,21,42.9,12,3,0,3,2,12,4,0,Matches
561,Dmytro Riznyk,ua UKR,GK,ua Shakhtar,24,1999,6.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,1,Matches
562,Sergi Roberto,es ESP,MF,es Barcelona,31,1992,2.3,3,3,1,1,1,1,6,16.7,5,2,0,2,1,4,2,0,Matches
563,Milan Rodić,rs SRB,DF,rs Red Star,32,1991,4.6,9,5,6,2,1,6,10,60.0,4,7,4,3,4,13,13,0,Matches
564,Rodri,es ESP,MF,eng Manchester City,27,1996,7.7,14,11,6,7,1,9,13,69.2,4,2,0,2,6,20,6,1,Matches
565,Rodrygo,br BRA,FW,es Real Madrid,22,2001,11.2,8,5,3,2,3,2,12,16.7,10,13,1,12,2,10,2,0,Matches
566,Alessio Romagnoli,it ITA,DF,it Lazio,28,1995,6.0,7,4,4,3,0,4,5,80.0,1,7,5,2,2,9,21,0,Matches
567,Oriol Romeu,es ESP,MF,es Barcelona,31,1991,3.8,7,4,2,4,1,3,8,37.5,5,5,1,4,1,8,1,3,Matches
568,Jérôme Roussillon,fr FRA,DF,de Union Berlin,30,1993,2.9,8,5,3,4,1,3,4,75.0,1,3,3,0,0,8,10,0,Matches
569,Nicolò Rovella,it ITA,MF,it Lazio,21,2001,1.5,5,4,2,2,1,2,4,50.0,2,1,0,1,3,8,0,0,Matches
570,Amir Rrahmani,xk KVX,DF,it Napoli,29,1994,6.1,5,3,2,1,2,2,4,50.0,2,4,1,3,11,16,33,0,Matches
571,Donat Rrudhani,xk KVX,MF,ch Young Boys,24,1999,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
572,Antonio Rüdiger,de GER,DF,es Real Madrid,30,1993,11.6,11,6,9,2,0,7,9,77.8,2,21,19,2,4,15,35,0,Matches
573,Mário Rui,pt POR,DF,it Napoli,32,1991,2.4,3,1,1,2,0,3,10,30.0,7,3,0,3,2,5,5,0,Matches
574,Abel Ruiz,es ESP,"FW,MF",pt Braga,23,2000,2.4,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0,Matches
575,Fabián Ruiz Peña,es ESP,MF,fr Paris S-G,27,1996,6.9,14,8,7,6,1,8,14,57.1,6,10,0,10,7,21,4,0,Matches
576,Julian Ryerson,no NOR,DF,de Dortmund,25,1997,10.0,27,17,17,10,0,14,38,36.8,24,14,5,9,4,31,18,0,Matches
577,Frederik Rønnow,dk DEN,GK,de Union Berlin,30,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
578,Serdar Saatçı,tr TUR,DF,pt Braga,20,2003,3.6,7,2,6,1,0,3,5,60.0,2,5,1,4,5,12,8,0,Matches
579,Marcel Sabitzer,at AUT,MF,de Dortmund,29,1994,10.3,12,7,6,4,2,8,14,57.1,6,9,3,6,7,19,22,0,Matches
580,Umar Sadiq,ng NGA,FW,es Real Sociedad,26,1997,1.1,2,1,0,2,0,0,0,,0,0,0,0,0,2,1,0,Matches
581,Ismael Saibari,ma MAR,MF,nl PSV Eindhoven,22,2001,3.5,4,3,2,2,0,2,6,33.3,4,2,0,2,3,7,3,0,Matches
582,Wesley Saïd,fr FRA,"FW,MF",fr Lens,28,1995,0.6,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
583,Bukayo Saka,eng ENG,FW,eng Arsenal,21,2001,8.0,16,12,3,8,5,6,15,40.0,9,10,1,9,2,18,3,0,Matches
584,Kike Salas,es ESP,DF,es Sevilla,21,2002,1.8,4,2,1,3,0,2,2,100.0,0,2,0,2,5,9,7,0,Matches
585,William Saliba,fr FRA,DF,eng Arsenal,22,2001,10.0,10,4,4,4,2,5,9,55.6,4,8,3,5,7,17,26,0,Matches
586,Brice Samba,fr FRA,GK,fr Lens,29,1994,6.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,1,Matches
587,Alexis Sánchez,cl CHI,FW,it Inter,34,1988,3.7,5,4,1,4,0,3,5,60.0,2,0,0,0,2,7,0,0,Matches
588,Davinson Sánchez,co COL,DF,tr Galatasaray,27,1996,4.0,8,7,4,2,2,5,12,41.7,7,9,3,6,5,13,12,1,Matches
589,Juanlu Sánchez,es ESP,DF,es Sevilla,19,2003,3.6,15,8,10,4,1,9,24,37.5,15,6,1,5,2,17,5,0,Matches
590,Jadon Sancho,eng ENG,FW,de Dortmund,23,2000,6.2,9,7,2,5,2,4,6,66.7,2,10,0,10,2,11,2,0,Matches
591,Leroy Sané,de GER,FW,de Bayern Munich,27,1996,10.2,13,9,3,4,6,3,13,23.1,10,7,0,7,2,15,1,0,Matches
592,Zaidu Sanusi,ng NGA,DF,pt Porto,26,1997,3.4,7,4,5,2,0,3,5,60.0,2,2,0,2,4,11,6,0,Matches
593,Bouna Sarr,sn SEN,DF,de Bayern Munich,31,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
594,Leo Sauer,sk SVK,"MF,FW",nl Feyenoord,17,2005,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
595,Stefan Savić,me MNE,DF,es Atlético Madrid,32,1991,4.6,5,2,3,1,1,3,3,100.0,0,4,1,3,11,16,15,0,Matches
596,Liam Scales,ie IRL,DF,sct Celtic,24,1998,6.0,8,5,7,1,0,6,8,75.0,2,8,7,1,0,8,29,0,Matches
597,Fabian Schär,ch SUI,DF,eng Newcastle Utd,31,1991,6.0,7,7,4,3,0,4,9,44.4,5,7,5,2,6,13,28,0,Matches
598,Alexander Schlager,at AUT,GK,at RB Salzburg,27,1996,6.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
599,Xaver Schlager,at AUT,MF,de RB Leipzig,25,1997,6.9,21,15,10,10,1,4,13,30.8,9,9,3,6,5,26,7,2,Matches
600,Nico Schlotterbeck,de GER,DF,de Dortmund,23,1999,10.8,26,15,17,9,0,18,21,85.7,3,20,12,8,11,37,38,1,Matches
601,Jerdy Schouten,nl NED,"MF,DF",nl PSV Eindhoven,26,1997,6.9,13,9,4,6,3,6,9,66.7,3,6,2,4,5,18,7,0,Matches
602,Nicolas Seiwald,at AUT,MF,de RB Leipzig,22,2001,3.0,9,5,3,5,1,4,8,50.0,4,5,1,4,5,14,4,0,Matches
603,Benjamin Šeško,si SVN,FW,de RB Leipzig,20,2003,4.5,4,1,0,2,2,3,10,30.0,7,5,0,5,1,5,3,0,Matches
604,Luke Shaw,eng ENG,DF,eng Manchester Utd,28,1995,1.5,2,2,0,2,0,1,2,50.0,1,2,1,1,3,5,0,0,Matches
605,Maryan Shved,ua UKR,FW,ua Shakhtar,26,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
606,Danylo Sikan,ua UKR,FW,ua Shakhtar,22,2001,5.3,6,5,2,3,1,2,5,40.0,3,7,1,6,1,7,11,1,Matches
607,André Silva,pt POR,FW,es Real Sociedad,27,1995,1.0,2,1,2,0,0,1,1,100.0,0,1,1,0,0,2,1,0,Matches
608,António Silva,pt POR,DF,pt Benfica,19,2003,3.1,8,6,7,1,0,6,7,85.7,1,3,2,1,1,9,16,0,Matches
609,Bernardo Silva,pt POR,"FW,MF",eng Manchester City,28,1994,5.9,11,6,4,4,3,6,13,46.2,7,6,1,5,2,13,6,0,Matches
610,Rafa Silva,pt POR,"MF,FW",pt Benfica,30,1993,5.6,7,4,2,2,3,1,6,16.7,5,2,0,2,3,10,0,0,Matches
611,Mohamed Simakan,fr FRA,DF,de RB Leipzig,23,2000,6.6,12,7,12,0,0,7,15,46.7,8,7,4,3,10,22,23,0,Matches
612,Giovanni Simeone,ar ARG,FW,it Napoli,28,1995,1.1,3,2,2,1,0,0,0,,0,0,0,0,1,4,1,0,Matches
613,Roko Simic,hr CRO,FW,at RB Salzburg,19,2003,3.8,2,1,1,1,0,1,1,100.0,0,1,0,1,2,4,3,0,Matches
614,Xavi Simons,nl NED,"MF,FW",de RB Leipzig,20,2003,6.6,5,2,3,2,0,1,7,14.3,6,7,0,7,4,9,1,0,Matches
615,Leo Skiri Østigård,no NOR,DF,it Napoli,23,1999,2.1,4,3,3,1,0,0,1,0.0,1,4,3,1,2,6,13,0,Matches
616,Milan Škriniar,sk SVK,DF,fr Paris S-G,28,1995,6.0,12,7,9,3,0,8,8,100.0,0,5,3,2,5,17,12,0,Matches
617,Emile Smith Rowe,eng ENG,MF,eng Arsenal,23,2000,0.5,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0,Matches
618,Cédric Soares,pt POR,DF,eng Arsenal,31,1991,0.7,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,2,0,Matches
619,Carlos Soler,es ESP,"MF,FW",fr Paris S-G,26,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
620,Oumar Solet,fr FRA,DF,at RB Salzburg,23,2000,1.7,3,3,3,0,0,2,3,66.7,1,2,1,1,2,5,4,0,Matches
621,Yann Sommer,ch SUI,GK,it Inter,34,1988,7.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
622,Florian Sotoca,fr FRA,MF,fr Lens,32,1990,5.2,10,7,6,3,1,7,12,58.3,5,7,1,6,5,15,8,0,Matches
623,Boubakary Soumaré,fr FRA,MF,es Sevilla,24,1999,2.4,5,5,2,3,0,2,3,66.7,1,3,1,2,3,8,2,0,Matches
624,Djibril Sow,ch SUI,MF,es Sevilla,26,1997,4.1,5,3,2,3,0,1,3,33.3,2,3,1,2,1,6,3,0,Matches
625,Çağlar Söyüncü,tr TUR,DF,es Atlético Madrid,27,1996,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
626,Uroš Spajić,rs SRB,DF,rs Red Star,30,1993,0.7,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,Matches
627,Marco Sportiello,it ITA,GK,it Milan,31,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
628,Marko Stamenic,nz NZL,MF,rs Red Star,21,2002,3.3,5,1,3,0,2,4,10,40.0,6,8,3,5,2,7,11,0,Matches
629,Orri Steinn Óskarsson,is ISL,FW,dk FC Copenhagen,18,2004,1.6,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,0,0,Matches
630,Calvin Stengs,nl NED,"FW,MF",nl Feyenoord,24,1998,5.2,8,7,1,5,2,2,6,33.3,4,2,1,1,2,10,1,0,Matches
631,Taras Stepanenko,ua UKR,MF,ua Shakhtar,33,1989,5.5,14,7,12,2,0,8,9,88.9,1,5,2,3,6,20,19,0,Matches
632,John Stones,eng ENG,"DF,MF",eng Manchester City,29,1994,3.8,2,1,1,1,0,0,0,,0,4,2,2,2,4,7,0,Matches
633,Luka Sučić,hr CRO,"FW,MF",at RB Salzburg,20,2002,4.4,6,5,2,4,0,3,9,33.3,6,9,0,9,5,11,7,0,Matches
634,Heorhiy Sudakov,ua UKR,MF,ua Shakhtar,20,2002,6.0,4,2,2,2,0,2,8,25.0,6,3,0,3,6,10,6,0,Matches
635,Niklas Süle,de GER,DF,de Dortmund,27,1995,4.4,12,9,9,3,0,10,18,55.6,8,4,2,2,2,14,14,0,Matches
636,Suso,es ESP,MF,es Sevilla,29,1993,0.9,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,0,0,Matches
637,Mahamadou Susoho,es ESP,MF,eng Manchester City,18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
638,Christian Sørensen,dk DEN,DF,dk FC Copenhagen,30,1992,0.5,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,1,0,Matches
639,Mehdi Taremi,ir IRN,FW,pt Porto,31,1992,6.1,17,8,3,8,6,3,9,33.3,6,10,0,10,0,17,8,0,Matches
640,Matt Targett,eng ENG,DF,eng Newcastle Utd,27,1995,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
641,Greg Taylor,sct SCO,DF,sct Celtic,25,1997,6.0,11,8,6,5,0,7,11,63.6,4,6,2,4,4,15,12,0,Matches
642,Aurélien Tchouaméni,fr FRA,"MF,DF",es Real Madrid,23,2000,6.7,9,4,6,3,0,2,8,25.0,6,9,6,3,9,18,12,0,Matches
643,Mathys Tel,fr FRA,"FW,MF",de Bayern Munich,18,2005,1.6,1,1,0,1,0,1,4,25.0,3,4,0,4,2,3,0,0,Matches
644,Casper Tengstedt,dk DEN,FW,pt Benfica,23,2000,1.5,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
645,Marc-André ter Stegen,de GER,GK,es Barcelona,31,1992,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
646,Aleksa Terzić,rs SRB,DF,at RB Salzburg,23,1999,2.0,3,1,2,1,0,2,6,33.3,4,0,0,0,2,5,3,0,Matches
647,Tetê,br BRA,FW,tr Galatasaray,23,2000,2.5,7,2,3,2,2,4,10,40.0,6,2,0,2,2,9,3,0,Matches
648,Jordan Teze,nl NED,DF,nl PSV Eindhoven,23,1999,8.0,15,9,11,4,0,8,15,53.3,7,8,4,4,7,22,8,0,Matches
649,Odin Thiago Holm,no NOR,MF,sct Celtic,20,2003,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Matches
650,Malick Thiaw,de GER,DF,it Milan,21,2001,4.1,8,3,4,4,0,3,4,75.0,1,7,4,3,4,12,19,0,Matches
651,Adrien Thomasson,fr FRA,MF,fr Lens,29,1993,2.5,0,0,0,0,0,0,1,0.0,1,5,0,5,0,0,2,1,Matches
652,Marcus Thuram,fr FRA,FW,it Inter,25,1997,5.1,4,3,1,1,2,1,1,100.0,0,2,0,2,1,5,3,0,Matches
653,Cheikh Tidiane Niasse,sn SEN,MF,ch Young Boys,23,2000,5.9,6,5,1,2,3,1,7,14.3,6,15,6,9,17,23,4,0,Matches
654,Kieran Tierney,sct SCO,DF,es Real Sociedad,26,1997,0.7,2,2,0,1,1,2,2,100.0,0,3,0,3,2,4,2,0,Matches
655,Guus Til,nl NED,MF,nl PSV Eindhoven,25,1997,2.0,2,2,2,0,0,1,2,50.0,1,3,0,3,0,2,1,0,Matches
656,Malik Tillman,us USA,MF,nl PSV Eindhoven,21,2002,5.6,13,11,0,10,3,2,4,50.0,2,13,2,11,8,21,5,0,Matches
657,Quinten Timber,nl NED,MF,nl Feyenoord,22,2001,5.1,6,5,0,5,1,2,4,50.0,2,9,0,9,3,9,1,0,Matches
658,Takehiro Tomiyasu,jp JPN,DF,eng Arsenal,24,1998,4.3,4,3,2,0,2,3,6,50.0,3,4,0,4,2,6,5,0,Matches
659,Fikayo Tomori,eng ENG,DF,it Milan,25,1997,6.0,16,9,7,8,1,6,7,85.7,1,13,6,7,10,26,15,0,Matches
660,Sandro Tonali,it ITA,MF,eng Newcastle Utd,23,2000,1.8,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,2,0,Matches
661,Lucas Torreira,uy URU,MF,tr Galatasaray,27,1996,5.5,11,7,5,6,0,2,7,28.6,5,6,0,6,8,19,10,1,Matches
662,Ferrán Torres,es ESP,FW,es Barcelona,23,2000,4.2,4,3,2,1,1,1,2,50.0,1,2,0,2,0,4,3,0,Matches
663,Óliver Torres,es ESP,"FW,MF",es Sevilla,28,1994,1.1,1,0,0,1,0,1,1,100.0,0,2,0,2,0,1,0,0,Matches
664,Lucas Tousart,fr FRA,MF,de Union Berlin,26,1997,2.6,10,5,9,1,0,5,7,71.4,2,3,0,3,4,14,4,0,Matches
665,Chaka Traorè,ci CIV,MF,it Milan,18,2004,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
666,Hamari Traoré,ml MLI,DF,es Real Sociedad,31,1992,5.9,7,3,2,2,3,3,7,42.9,4,6,2,4,12,19,11,0,Matches
667,Gernot Trauner,at AUT,DF,nl Feyenoord,31,1992,3.1,5,3,3,2,0,2,3,66.7,1,6,4,2,2,7,8,0,Matches
668,Christopher Trimmel,at AUT,"FW,DF",de Union Berlin,36,1987,1.4,4,4,2,2,0,3,4,75.0,1,2,0,2,1,5,3,0,Matches
669,Kieran Trippier,eng ENG,DF,eng Newcastle Utd,32,1990,5.7,11,6,7,3,1,7,16,43.8,9,8,2,6,5,16,13,0,Matches
670,Leandro Trossard,be BEL,FW,eng Arsenal,28,1994,5.9,4,1,1,1,2,2,9,22.2,7,4,0,4,3,7,5,0,Matches
671,Anatolii Trubin,ua UKR,GK,pt Benfica,21,2001,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
672,David Turnbull,sct SCO,"MF,FW",sct Celtic,24,1999,0.4,1,0,1,0,0,1,3,33.3,2,1,0,1,0,1,1,0,Matches
673,Beñat Turrientes,es ESP,MF,es Real Sociedad,21,2002,2.1,4,3,1,2,1,0,4,0.0,4,4,2,2,1,5,1,1,Matches
674,Ayase Ueda,jp JPN,FW,nl Feyenoord,24,1998,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
675,Manuel Ugarte Ribeiro,uy URU,MF,fr Paris S-G,22,2001,4.3,8,3,3,4,1,4,22,18.2,18,2,1,1,8,16,5,0,Matches
676,Filip Ugrinic,ch SUI,MF,ch Young Boys,24,1999,5.7,14,9,7,4,3,3,12,25.0,9,16,3,13,5,19,3,0,Matches
677,Andreas Ulmer,at AUT,DF,at RB Salzburg,37,1985,2.4,7,5,4,1,2,3,4,75.0,1,6,2,4,1,8,5,0,Matches
678,Sven Ulreich,de GER,GK,de Bayern Munich,34,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
679,Dayot Upamecano,fr FRA,DF,de Bayern Munich,24,1998,5.5,16,11,11,5,0,7,9,77.8,2,2,1,1,5,21,13,0,Matches
680,Anthony Valencia,ec ECU,"MF,FW",be Antwerp,20,2003,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
681,Federico Valverde,uy URU,"MF,FW",es Real Madrid,25,1998,11.9,21,13,12,6,3,10,20,50.0,10,13,4,9,13,34,18,0,Matches
682,Zeno Van den Bosch,be BEL,DF,be Antwerp,20,2003,1.0,1,0,1,0,0,0,0,,0,2,0,2,1,2,5,0,Matches
683,Raphaël Varane,fr FRA,DF,eng Manchester Utd,30,1993,3.7,4,3,2,2,0,1,1,100.0,0,6,3,3,4,8,13,0,Matches
684,Alan Varela,ar ARG,MF,pt Porto,22,2001,7.8,15,6,6,8,1,6,11,54.5,5,5,1,4,8,23,12,1,Matches
685,Denis Vavro,sk SVK,DF,dk FC Copenhagen,27,1996,7.9,6,2,5,1,0,5,10,50.0,5,14,12,2,6,12,53,0,Matches
686,Lucas Vázquez,es ESP,DF,es Real Madrid,32,1991,4.2,5,5,2,3,0,1,6,16.7,5,2,0,2,1,6,3,0,Matches
687,Matías Vecino,uy URU,MF,it Lazio,31,1991,5.2,9,5,3,4,2,5,18,27.8,13,8,3,5,6,15,13,0,Matches
688,Joey Veerman,nl NED,MF,nl PSV Eindhoven,24,1998,6.4,13,7,5,6,2,7,20,35.0,13,8,0,8,6,19,11,0,Matches
689,Arthur Vermeeren,be BEL,MF,be Antwerp,18,2005,6.0,19,8,8,9,2,10,16,62.5,6,13,4,9,7,26,6,1,Matches
690,Yorbe Vertessen,be BEL,FW,nl PSV Eindhoven,22,2001,1.8,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
691,Fabio Vieira,pt POR,FW,eng Arsenal,23,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
692,Vitinha,pt POR,MF,fr Paris S-G,23,2000,10.2,15,11,5,8,2,3,12,25.0,9,8,0,8,13,28,14,0,Matches
693,Kevin Volland,de GER,"FW,MF",de Union Berlin,31,1992,2.6,5,3,1,3,1,0,4,0.0,4,3,0,3,0,5,0,1,Matches
694,Stefan de Vrij,nl NED,DF,it Inter,31,1992,5.5,9,5,6,3,0,4,8,50.0,4,6,3,3,5,14,34,0,Matches
695,Elye Wahi,fr FRA,FW,fr Lens,20,2003,5.1,2,2,0,1,1,0,0,,0,0,0,0,0,2,0,0,Matches
696,Kyle Walker,eng ENG,DF,eng Manchester City,33,1990,5.6,7,3,2,4,1,6,7,85.7,1,1,0,1,4,11,4,0,Matches
697,Aaron Wan-Bissaka,eng ENG,DF,eng Manchester Utd,25,1997,2.4,7,5,3,4,0,1,1,100.0,0,1,0,1,10,17,9,0,Matches
698,Timon Wellenreuther,de GER,GK,nl Feyenoord,27,1995,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
699,Stephen Welsh,sct SCO,DF,sct Celtic,23,2000,0.8,3,1,2,1,0,1,1,100.0,0,1,1,0,0,3,3,0,Matches
700,Wendell,br BRA,DF,pt Porto,30,1993,4.3,16,7,12,4,0,4,8,50.0,4,5,2,3,9,25,10,0,Matches
701,Timo Werner,de GER,"FW,MF",de RB Leipzig,27,1996,0.6,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,Matches
702,Ben White,eng ENG,DF,eng Arsenal,25,1997,8.4,9,5,1,5,3,5,15,33.3,10,10,1,9,9,18,10,0,Matches
703,Mats Wieffer,nl NED,MF,nl Feyenoord,23,1999,5.2,9,5,3,4,2,6,9,66.7,3,5,0,5,10,19,5,0,Matches
704,Owen Wijndal,nl NED,DF,be Antwerp,23,1999,5.0,13,6,9,3,1,6,14,42.9,8,9,3,6,3,16,10,0,Matches
705,Joe Willock,eng ENG,MF,eng Newcastle Utd,23,1999,1.1,2,2,1,1,0,2,3,66.7,1,1,1,0,0,2,0,0,Matches
706,Callum Wilson,eng ENG,FW,eng Newcastle Utd,31,1992,2.7,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
707,Axel Witsel,be BEL,"DF,MF",es Atlético Madrid,34,1989,9.8,7,4,4,2,1,3,4,75.0,1,15,8,7,11,18,26,0,Matches
708,Marius Wolf,de GER,"DF,FW",de Dortmund,28,1995,3.2,13,8,9,2,2,6,8,75.0,2,4,1,3,4,17,14,0,Matches
709,Jacob Wright,eng ENG,FW,eng Manchester City,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
710,Lamine Yamal,es ESP,FW,es Barcelona,16,2007,6.4,9,7,2,3,4,1,11,9.1,10,15,0,15,7,16,1,0,Matches
711,Alhassan Yusuf,ng NGA,MF,be Antwerp,23,2000,4.2,9,6,1,6,2,4,11,36.4,7,8,4,4,3,12,5,1,Matches
712,Mattia Zaccagni,it ITA,FW,it Lazio,28,1995,5.1,8,5,2,6,0,4,7,57.1,3,8,1,7,5,13,2,0,Matches
713,Wilfried Zaha,ci CIV,FW,tr Galatasaray,30,1992,4.4,9,7,2,6,1,3,4,75.0,1,5,0,5,1,10,1,0,Matches
714,Warren Zaïre-Emery,fr FRA,MF,fr Paris S-G,17,2006,10.0,15,8,5,6,4,6,16,37.5,10,14,1,13,7,22,10,0,Matches
715,Arsen Zakharyan,ru RUS,"FW,MF",es Real Sociedad,20,2003,2.4,4,1,2,2,0,1,1,100.0,0,7,0,7,1,5,1,0,Matches
716,Rodrigo Zalazar,uy URU,MF,pt Braga,23,1999,4.4,18,9,9,8,1,11,18,61.1,7,7,1,6,2,20,2,0,Matches
717,Andre-Frank Zambo Anguissa,cm CMR,MF,it Napoli,27,1995,7.0,11,6,3,8,0,5,17,29.4,12,11,1,10,8,19,9,0,Matches
718,Alessandro Zanoli,it ITA,DF,it Napoli,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
719,Ramiz Zerrouki,dz ALG,MF,nl Feyenoord,25,1998,3.9,10,6,6,3,1,6,8,75.0,2,5,1,4,5,15,3,0,Matches
720,Piotr Zieliński,pl POL,MF,it Napoli,29,1994,5.2,2,1,0,1,1,0,2,0.0,2,1,0,1,4,6,2,0,Matches
721,Oleksandr Zinchenko,ua UKR,DF,eng Arsenal,26,1996,3.1,6,3,5,1,0,4,8,50.0,4,3,0,3,4,10,2,0,Matches
722,Hakim Ziyech,ma MAR,FW,tr Galatasaray,30,1993,2.8,4,2,1,1,2,2,6,33.3,4,6,2,4,4,8,0,0,Matches
723,Igor Zubeldia,es ESP,DF,es Real Sociedad,26,1997,7.7,14,12,9,4,1,8,9,88.9,1,12,7,5,8,22,23,0,Matches
724,Martín Zubimendi,es ESP,MF,es Real Sociedad,24,1999,7.9,18,7,5,12,1,5,10,50.0,5,9,1,8,7,25,12,0,Matches
725,Oleksandr Zubkov,ua UKR,"FW,MF",ua Shakhtar,26,1996,5.9,11,6,5,4,2,7,14,50.0,7,2,0,2,2,13,7,0,Matches
726,Martin Ødegaard,no NOR,MF,eng Arsenal,24,1998,8.3,11,5,2,7,2,4,11,36.4,7,6,0,6,7,18,0,0,Matches
727,Łukasz Łakomy,pl POL,MF,ch Young Boys,22,2001,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
